Exp,Year,Month,Plot,Strip,Substrip,Date,Species,NumSp,SpNum,FgNum,Fgset,C3,C4,Forb,Legume,Woody,Achmi,Agrsm,Amocan,Andge,Asctu,Elyca,Koecr,Lesca,Liaas,Luppe,Monfi,Panvi,Petpu,Poapr,Queel,Quema,Schsc,Sornu,Biomass (g/m2),Note
120,2004,8,331,3, ,08/10/2004,Schizachyrium scoparium,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,8.35, 
120,2004,8,331,3, ,08/10/2004,Sorghastrum nutans,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0.05, 
120,2004,8,331,4, ,08/10/2004,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,344.5, 
120,2004,8,333,1, ,08/10/2004,Unsorted biomass,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.833, 
120,2004,8,333,2, ,08/10/2004,Unsorted biomass,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48.167, 
120,2004,8,333,3, ,08/09/2004,Agrostis scabra,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.55, 
120,2004,8,333,3, ,08/09/2004,Aristida sp.,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35.45, 
120,2004,8,333,3, ,08/09/2004,Cyperus sp.,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.15, 
120,2004,8,333,3, ,08/09/2004,Digitaria sp.,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.633, 
120,2004,8,333,3, ,08/09/2004,Erigeron canadensis,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.317, 
120,2004,8,333,3, ,08/09/2004,Euphorbia glyptosperma,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1, 
120,2004,8,333,3, ,08/09/2004,Lepidium densiflorum,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25, 
120,2004,8,333,3, ,08/09/2004,Mollugo verticillata,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.002, 
120,2004,8,333,4, ,08/10/2004,Unsorted biomass,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.833, 
120,2004,8,334,1, ,08/09/2004,Unsorted biomass,2,2,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40.333, 
120,2004,8,334,2, ,08/10/2004,Unsorted biomass,2,2,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,62.833, 
120,2004,8,334,3, ,08/09/2004,Agrostis scabra,2,2,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.133, 
120,2004,8,334,3, ,08/09/2004,Aristida sp.,2,2,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12.367, 
120,2004,8,334,3, ,08/09/2004,Cyperus filiculmis,2,2,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.267, 
120,2004,8,334,3, ,08/09/2004,Digitaria sp.,2,2,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1, 
120,2004,8,334,3, ,08/09/2004,Erigeron canadensis,2,2,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.517, 
120,2004,8,334,3, ,08/09/2004,Euphorbia glyptosperma,2,2,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4, 
120,2004,8,334,3, ,08/09/2004,Lepidium densiflorum,2,2,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1, 
120,2004,8,334,3, ,08/09/2004,Miscellaneous litter,2,2,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.233, 
120,2004,8,334,3, ,08/09/2004,Schizachyrium scoparium,2,2,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.933, 
120,2004,8,334,3, ,08/09/2004,Sorghastrum nutans,2,2,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30.833, 
120,2004,8,334,4, ,08/10/2004,Unsorted biomass,2,2,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,45.167, 
120,2004,8,335,1, ,08/09/2004,Unsorted biomass,2,3,2,3L,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65.833, 
120,2004,8,335,2, ,08/10/2004,Unsorted biomass,2,3,2,3L,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83.833, 
120,2004,8,335,3, ,08/10/2004,Aristida sp.,2,3,2,3L,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.317, 
120,2004,8,335,3, ,08/10/2004,Cyperus filiculmis,2,3,2,3L,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.75, 
120,2004,8,335,3, ,08/10/2004,Koeleria cristata,2,3,2,3L,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51.067, 
120,2004,8,335,3, ,08/10/2004,Miscellaneous litter,2,3,2,3L,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.883, 
120,2004,8,335,3, ,08/10/2004,Petalostemum villosum,2,3,2,3L,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,158.717, 
120,2004,8,335,3, ,08/10/2004,Poa pratensis,2,3,2,3L,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.65, 
120,2004,8,335,4, ,08/10/2004,Unsorted biomass,2,3,2,3L,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61, 
120,2004,8,336,1, ,08/10/2004,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,418.833, 
120,2004,8,336,2, ,08/05/2004,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,317.167, 
120,2004,8,336,3, ,08/10/2004,Achillea millefolium(lanulosa),16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,11.283, 
120,2004,8,336,3, ,08/10/2004,Agropyron smithii,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0.1, 
120,2004,8,336,3, ,08/10/2004,Amorpha canescens,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0.667, 
120,2004,8,336,3, ,08/10/2004,Andropogon gerardi,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,4.8, 
120,2004,8,336,3, ,08/10/2004,Aristida sp.,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0.133, 
120,2004,8,336,3, ,08/10/2004,Cyperus filiculmis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0.25, 
120,2004,8,336,3, ,08/10/2004,Koeleria cristata,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0.483, 
120,2004,8,336,3, ,08/10/2004,Lespedeza capitata,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0.917, 
120,2004,8,336,3, ,08/10/2004,Liatris aspera,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,8.433, 
120,2004,8,336,3, ,08/10/2004,Lupinus perennis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,171.867, 
120,2004,8,336,3, ,08/10/2004,Panicum virgatum,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,5.183, 
120,2004,8,336,3, ,08/10/2004,Poa pratensis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,24.35, 
120,2004,8,336,3, ,08/10/2004,Schizachyrium scoparium,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,5.517, 
120,2004,8,336,3, ,08/10/2004,Solidago rigida,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,49.35, 
120,2004,8,336,3, ,08/10/2004,Sorghastrum nutans,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,50.533, 
120,2004,8,336,4, ,08/10/2004,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,470, 
120,2004,8,338,1, ,08/10/2004,Unsorted biomass,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,232, 
120,2004,8,338,2, ,08/10/2004,Unsorted biomass,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,171.833, 
120,2004,8,338,3, ,08/10/2004,Agrostis scabra,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.117, 
120,2004,8,338,3, ,08/10/2004,Ambrosia artemisiifolia elatior,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.067, 
120,2004,8,338,3, ,08/10/2004,Aristida sp.,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.15, 
120,2004,8,338,3, ,08/10/2004,Carex sp.,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.217, 
120,2004,8,338,3, ,08/10/2004,Cyperus filiculmis,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2, 
120,2004,8,338,3, ,08/10/2004,Hedeoma hispida,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15, 
120,2004,8,338,3, ,08/10/2004,Lepidium densiflorum,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2, 
120,2004,8,338,3, ,08/10/2004,Lespedeza capitata,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2, 
120,2004,8,338,3, ,08/10/2004,Lupinus perennis,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.317, 
120,2004,8,338,3, ,08/10/2004,Miscellaneous litter,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38.717, 
120,2004,8,338,3, ,08/10/2004,Monarda fistulosa,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.85, 
120,2004,8,338,3, ,08/10/2004,Polygonum convolvulus,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2, 
120,2004,8,338,3, ,08/10/2004,Polygonum tenue,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.55, 
120,2004,8,338,3, ,08/10/2004,Solidago rigida,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93.133, 
120,2004,8,338,4, ,8/30/2004,Unsorted biomass,1,2,1,F,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,148.5, 
120,2004,8,339,1, ,08/10/2004,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,342.5, 
120,2004,8,339,2, ,08/10/2004,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,421.833, 
120,2004,8,339,3, ,08/09/2004,Achillea millefolium(lanulosa),16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9.4, 
120,2004,8,339,3, ,08/09/2004,Agropyron repens,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3.367, 
120,2004,8,339,3, ,08/09/2004,Andropogon gerardi,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,21.767, 
120,2004,8,339,3, ,08/09/2004,Cyperus sp.,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.017, 
120,2004,8,339,3, ,08/09/2004,Lespedeza capitata,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9.8, 
120,2004,8,339,3, ,08/09/2004,Linaria vulgaris,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,24.25, 
120,2004,8,339,3, ,08/09/2004,Lupinus perennis,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,141.983, 
120,2004,8,339,3, ,08/09/2004,Monarda fistulosa,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.933, 
120,2004,8,339,3, ,08/09/2004,Panicum oligosanthes,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.267, 
120,2004,8,339,3, ,08/09/2004,Panicum virgatum,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.85, 
120,2004,8,339,3, ,08/09/2004,Petalostemum purpureum,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2.483, 
120,2004,8,339,3, ,08/09/2004,Poa pratensis,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6.65, 
120,2004,8,339,3, ,08/09/2004,Schizachyrium scoparium,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9.417, 
120,2004,8,339,3, ,08/09/2004,Solidago rigida,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,84.167, 
120,2004,8,339,3, ,08/09/2004,Sorghastrum nutans,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.167, 
120,2004,8,339,4, ,08/10/2004,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,396.667, 
120,2004,8,342,1, ,08/10/2004,Unsorted biomass,2,3,2,FL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,318.333, 
120,2004,8,342,2, ,08/10/2004,Unsorted biomass,2,3,2,FL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,364.833, 
120,2004,8,342,3, ,08/09/2004,Agropyron repens,2,3,2,FL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.017, 
120,2004,8,342,3, ,08/09/2004,Aristida sp.,2,3,2,FL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.017, 
120,2004,8,342,3, ,08/09/2004,Lupinus perennis,2,3,2,FL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,123.733, 
120,2004,8,342,3, ,08/09/2004,Monarda fistulosa,2,3,2,FL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,251.617, 
120,2004,8,342,3, ,08/09/2004,Solidago rigida,2,3,2,FL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,54.1, 
120,2004,8,342,4, ,08/10/2004,Unsorted biomass,2,3,2,FL,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,500.833, 
120,2005,7,2,1, ,7/27/2005,Unsorted biomass,1,1,1,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,171.917, 
120,2005,7,2,2, ,7/27/2005,Unsorted biomass,1,1,1,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126.2, 
120,2005,7,2,3, ,7/27/2005,Agropyron repens,1,1,1,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022, 
120,2005,7,2,3, ,7/27/2005,Aristida basiramea,1,1,1,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.983, 
120,2005,7,2,3, ,7/27/2005,Crepis tectorum,1,1,1,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.167, 
120,2005,7,2,3, ,7/27/2005,Cyperus sp.,1,1,1,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.455, 
120,2005,7,2,3, ,7/27/2005,Lepidium densiflorum,1,1,1,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.012, 
120,2005,7,2,3, ,7/27/2005,Lespedeza capitata,1,1,1,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82.3, 
120,2005,7,2,3, ,7/27/2005,Miscellaneous litter,1,1,1,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.617, 
120,2005,7,2,3, ,7/27/2005,Rumex acetosella,1,1,1,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9, 
120,2005,7,2,4, ,7/27/2005,Unsorted biomass,1,1,1,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,119.583, 
120,2005,7,3,1, ,7/27/2005,Unsorted biomass,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,84.583, 
120,2005,7,3,2, ,7/27/2005,Unsorted biomass,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,164.017, 
120,2005,7,3,3, ,7/27/2005,Aristida sp.,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.015, 
120,2005,7,3,3, ,7/27/2005,Cyperus sp.,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.383, 
120,2005,7,3,3, ,7/27/2005,Lepidium densiflorum,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.25, 
120,2005,7,3,3, ,7/27/2005,Lespedeza capitata,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1.783, 
120,2005,7,3,3, ,7/27/2005,Liatris aspera,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,44.567, 
120,2005,7,3,3, ,7/27/2005,Miscellaneous litter,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,26.867, 
120,2005,7,3,3, ,7/27/2005,Monarda fistulosa,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,4.167, 
120,2005,7,3,3, ,7/27/2005,Panicum virgatum,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,8.233, 
120,2005,7,3,3, ,7/27/2005,Polygonum tenue,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1.083, 
120,2005,7,3,3, ,7/27/2005,Schizachyrium scoparium,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.15, 
120,2005,7,3,3, ,7/27/2005,Solidago rigida,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,13.083, 
120,2005,7,3,3, ,7/27/2005,Sporobolus cryptandrus,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.05, 
120,2005,7,3,4, ,7/27/2005,Unsorted biomass,4,5,2,4F,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,136.2, 
120,2005,7,5,1, ,7/27/2005,Unsorted biomass,1,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.95, 
120,2005,7,5,2, ,7/28/2005,Unsorted biomass,1,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.1, 
120,2005,7,5,3, ,7/27/2005,Andropogon gerardi,1,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.733, 
120,2005,7,5,3, ,7/27/2005,Aristida sp.,1,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06, 
120,2005,7,5,3, ,7/27/2005,Carex sp.,1,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307, 
120,2005,7,5,3, ,7/27/2005,Lespedeza capitata,1,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08, 
120,2005,7,5,3, ,7/27/2005,Panicum virgatum,1,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3, 
120,2005,7,5,3, ,7/27/2005,Sorghastrum nutans,1,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108, 
120,2005,7,5,4, ,7/27/2005,Unsorted biomass,1,1,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.867, 
120,2005,7,6,1, ,7/27/2005,Unsorted biomass,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,44.45, 
120,2005,7,6,2, ,7/27/2005,Unsorted biomass,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33.833, 
120,2005,7,6,3, ,7/27/2005,Agrostis scabra,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.383, 
120,2005,7,6,3, ,7/27/2005,Cyperus sp.,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.233, 
120,2005,7,6,3, ,7/27/2005,Lupinus perennis,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.233, 
120,2005,7,6,3, ,7/27/2005,Miscellaneous litter,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.383, 
120,2005,7,6,3, ,7/27/2005,Panicum virgatum,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.7, 
120,2005,7,6,3, ,7/27/2005,Schizachyrium scoparium,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,31.833, 
120,2005,7,6,4, ,7/27/2005,Unsorted biomass,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,62.05, 
120,2005,7,9,1, ,7/27/2005,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,337.867, 
120,2005,7,9,2, ,7/27/2005,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,284.717, 
120,2005,7,9,3, ,7/27/2005,Achillea millefolium(lanulosa),16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,23.217, 
120,2005,7,9,3, ,7/27/2005,Andropogon gerardi,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,139.05, 
120,2005,7,9,3, ,7/27/2005,Asclepias tuberosa,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1.6, 
120,2005,7,9,3, ,7/27/2005,Cyperus sp.,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.5, 
120,2005,7,9,3, ,7/27/2005,Lespedeza capitata,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,12.217, 
120,2005,7,9,3, ,7/27/2005,Liatris aspera,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2.033, 
120,2005,7,9,3, ,7/27/2005,Lupinus perennis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,90.883, 
120,2005,7,9,3, ,7/27/2005,Miscellaneous litter,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1.867, 
120,2005,7,9,3, ,7/27/2005,Monarda fistulosa,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,39.317, 
